isbn,title,year,author,pages,publisher,genres,tag,price,rating_avg,review_count,cover,link_buy,description
9786043504646,Sách Khoa Học Về Nấu Ăn - The Science Of Cooking,2010,Stuart Farrimond,258.0,Nhà Xuất Bản Thế Giới,"Sách Thường Thức, Sách Nấu ăn","sach-thuong-thuc, sach-nau-an",321500,5.0,72,https://salt.tikicdn.com/cache/280x280/ts/product/15/d4/d5/70ad904b07a46853d61af141185078f5.jpg,https://tiki.vn/sach-khoa-hoc-ve-nau-an-the-science-of-cooking-p86517373.html?spid=91445970,"Nắm bắt các kiến thức khoa học và nấu ăn như một đầu bếp thực thụ!Cùng tìm hiểu xem tại sao ướp thịt qua đêm là không cần thiết, ngâm nước các loại gia vị khô lại giúp gia tăng hương vị, tại sao tốt n..."
9786043534661,Sách Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,2020,Tiffani Bova,358.0,Nhà Xuất Bản Dân Trí,"Sách kinh tế, lãnh đạo","sach-kinh-te, lanh-ao",135800,4.7,87,https://salt.tikicdn.com/cache/280x280/ts/product/f5/66/66/6675e1bd7020ba9658876a87ebe60001.png,https://tiki.vn/sach-dan-dat-mot-bay-soi-hay-chan-mot-dan-cuu-p275406600.html?spid=275406603,"Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu.Thế giới doanh nghiệp ngày nay không chỉ khốc liệt mà còn vô cùng phức tạp, nơi những quyết định sai lầm dễ dàng dẫn đến “thất bại thảm hại”. Điều này lý giải..."
9786043952369,Sách Tâm Lý Học Về Tiền,2004,Morgan Housel,384.0,Nhà Xuất Bản Dân Trí,"Sách kinh tế, Sách tài chính","sach-kinh-te, sach-tai-chinh",131600,4.8,3746,https://salt.tikicdn.com/cache/280x280/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg,https://tiki.vn/sach-tam-ly-hoc-ve-tien-p273819808.html?spid=75953558,"Dịch giả: Hoàng Thị Minh Phúc là dịch giả nổi bật tại Việt Nam, chủ yếu chuyển ngữ các cuốn sách thuộc thể loại tâm lý, tài chính và kỹ năng. Trong đó, cô là người dịch Tâm lý học về tiền (The Psych..."
9786043929934,Sách Đi Tìm Lẽ Sống (Tái Bản ),2007,Viktor Emil Frankl,224.0,Nhà Xuất Bản Tổng hợp TP.HCM,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",70400,4.8,2517,https://salt.tikicdn.com/cache/280x280/ts/product/80/14/8b/61fb657f347d14d9d7bf6fe901001a8e.jpg,https://tiki.vn/sach-di-tim-le-song-tai-ban-p13419678.html?spid=13419679,"Đi Tìm Lẽ Sống.Bạn có bao giờ tự hỏi: điều gì giúp con người sống tiếp, ngay cả khi mọi thứ tưởng chừng đã mất?Giữa nỗi đau khổ, nơi không còn đất diễn cho hy vọng, có thứ duy nhất con người vẫn giữ..."
9786043131471,Sách Honda Soichiro - Thiên Tài Không Bằng Cấp,2008,Bessatsu Takarajima,328.0,Nhà Xuất Bản Thanh Niên,"Sách doanh nhân, Sách kinh tế","sach-doanh-nhan, sach-kinh-te",111200,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/0f/55/01/984b73b6460ea6801e29e4ec8e16d276.jpg,https://tiki.vn/sach-honda-soichiro-thien-tai-khong-bang-cap-p205576401.html?spid=205576402,"“Hành trình vươn tới thành công của Honda Soichiro, vị chủ tịch huyền thoại kiêm nhà sáng lập của tập đoàn Honda lừng lẫy toàn thế giới, không hề được trải bước trên hoa hồng, mà được đánh đổi bằng má..."
9786043568584,Bookmark kẹp sách giấy cứng,2013,Không rõ tác giả,187.0,Nhà Xuất Bản Thanh Niên,Sách khác,sach-khac,2000,3.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/52/11/df/fb92e53f0b24bb8566b9207b48ad4cda.jpg,https://tiki.vn/bookmark-kep-sach-giay-cung-p209389165.html?spid=209389166,Bookmark thẻ đánh dấu sách sáng tạo Số lượng: 1 thẻKích thước: 4 * 15cmChất liệu: GiấyTrọng lượng: 65gNăm phát hành : 2021...
9786043122422,Sách Giải mã Hoóc-môn Dopamine,2014,Anna Lembke,348.0,Nhà Xuất Bản Thế Giới,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",152460,4.8,309,https://salt.tikicdn.com/cache/280x280/ts/product/71/9d/f6/034e4969a68181a0f850cdfa24503e0c.jpg,https://tiki.vn/sach-giai-ma-hooc-mon-dopamine-p263070154.html?spid=263070155,GIẢI MÃ HOÓC-MÔN DOPAMIN“Anna Lembke thật sự thấu hiểu trải nghiệm mà tôi thường nghe trong phòng trị liệu – nơi giao thoa giữa những cơn nghiện hiện đại và bản năng nguyên thủy của bộ não con người...
9786043218906,Sách Con Đường Chẳng Mấy Ai Đi,2016,M. Scott Peck,344.0,Nhà Xuất Bản Dân Trí,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",112100,5.0,229,https://salt.tikicdn.com/cache/280x280/ts/product/d4/f6/43/8469d61f7c9a88c07936f8aff14ace7c.jpg,https://tiki.vn/sach-con-duong-chang-may-ai-di-p274363543.html?spid=274363544,Con Đường Chẳng Mấy Ai Đi:Bạn có cảm thấy cuộc sống luôn đặt bạn vào những thử thách không thể né tránh?Bạn khao khát khám phá một con đường thực sự dẫn đến hạnh phúc và bình an bền vững?“Con Đường ...
9786043120701,Sách Tâm Lý Học Về Tiền,2015,Morgan Housel,384.0,Nhà Xuất Bản Dân Trí,"Sách kinh tế, Sách tài chính","sach-kinh-te, sach-tai-chinh",131600,4.8,3746,https://salt.tikicdn.com/cache/280x280/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg,https://tiki.vn/sach-tam-ly-hoc-ve-tien-p273819808.html?spid=75953558,"Dịch giả: Hoàng Thị Minh Phúc là dịch giả nổi bật tại Việt Nam, chủ yếu chuyển ngữ các cuốn sách thuộc thể loại tâm lý, tài chính và kỹ năng. Trong đó, cô là người dịch Tâm lý học về tiền (The Psych..."
9786043412258,Sách Người Đàn Ông Mang Tên Ove (Tái Bản 2022),2019,Fredrik Backman,452.0,NXB Trẻ,"Truyện ngắn, Sách văn học","truyen-ngan, sach-van-hoc",120000,5.0,457,https://salt.tikicdn.com/cache/280x280/ts/product/06/6e/ae/9bcc2a16b8726403b2870ef2e3eeee30.jpg,https://tiki.vn/sach-nguoi-dan-ong-mang-ten-ove-tai-ban-2022-p202879294.html?spid=202879295,Một vài câu nói nổi tiếng của Fredrik Backman:“People don’t change. They just get better at hiding who they really are.”Con người không thay đổi. Họ chỉ ngày càng giỏi hơn trong việc che giấu con ng...
9786043350092,SÁCH COMBO 2 CUỐN: MINH TRIẾT NHÂN SINH + NHÂN SINH CẢM NGỘ - SBOOKS,2016,Không rõ tác giả,280.0,Nhà Xuất Bản Văn Học,"Sách Kiến Thức Tổng Hợp, Triết Học","sach-kien-thuc-tong-hop, triet-hoc",99000,5.0,1,https://salt.tikicdn.com/cache/280x280/ts/product/0f/e6/c0/35a3f008bdd14cd9e24b4d68d939306d.png,https://tiki.vn/sach-combo-2-cuon-minh-triet-nhan-sinh-nhan-sinh-cam-ngo-sbooks-p276333184.html?spid=276333840,THÔNG TIN SẢN PHẨMTên sản phẩm: MINH TRIẾT NHÂN SINH + NHÂN SINH CẢM NGỘTác giả/Dịch giả: ĐÀM TỊCH TÂMNhà xuất bản: Văn HọcNăm xuất bản: 2024Nhà phát hành: Công ty CP SbooksKích thước sản phẩm:...
9786043771398,Sách Đường Mây Qua Xứ Tuyết (Tái Bản),2008,Lama Anagarika Govinda,320.0,Nhà Xuất Bản Thế Giới,"Sách Văn Hóa, Sách Địa Danh","sach-van-hoa, sach-ia-danh",89000,5.0,132,https://salt.tikicdn.com/cache/280x280/ts/product/61/00/d2/8c41b514e033f1bf5c9f4b9ea15ef441.jpg,https://tiki.vn/sach-duong-may-qua-xu-tuyet-tai-ban-p147920905.html?spid=147920906,Đường Mây Qua Xứ Tuyết (“The Way of the White Clouds”) ghi lại những điều Anagarika Govinda chứng kiến trong thời gian du hành ở Tây Tạng. Hành trình của tác giả diễn ra vào khoảng thập niên 30 đến th...
9786043912479,COMBO 4 - (TRÍ TUỆ CỦA NGƯỜI XƯA - ĐẠO LÝ NGƯỜI XƯA - HIỂU NGƯỜI để DÙNG NGƯỜI - CỔ HỌC TINH HOA) - MINH TRIẾT PHƯƠNG ĐÔNG,2000,Không rõ tác giả,1323.0,Nhà Xuất Bản Văn Học,"Sách Kiến Thức Tổng Hợp, Triết Học","sach-kien-thuc-tong-hop, triet-hoc",350000,4.7,283,https://salt.tikicdn.com/cache/280x280/ts/product/37/38/b2/3ac9925fea6b7b189bb7c0fb4d7b60ba.png,https://tiki.vn/combo-4-tri-tue-cua-nguoi-xua-dao-ly-nguoi-xua-hieu-nguoi-de-dung-nguoi-co-hoc-tinh-hoa-minh-triet-phuong-dong-p190843478.html?spid=190843479,"TRÍ TUỆ của NGƯỜI XƯATrí tuệ và mưu kế của người xưa về chính trị, quân sự cũng như xử thế, được ghi chép lại thành các điển tích nổi tiếng. Cuốn sách Trí tuệ của người xưa biên soạn lại những điển t..."
9786043753387,Sách Ngàn Năm Áo Mũ (Tái Bản),2021,Trần Quang Đức,400.0,Nhà Xuất Bản Thế Giới,"Sách Văn Hóa, Sách Phong Tục","sach-van-hoa, sach-phong-tuc",291500,5.0,5,https://salt.tikicdn.com/cache/280x280/ts/product/fb/59/35/2e75b56e1d7cf3b36aca462ab5e68a13.jpg,https://tiki.vn/sach-ngan-nam-ao-mu-tai-ban-p75829071.html?spid=84594517,Sơ lược về tác phẩmNgàn năm áo mũ là một nghiên cứu công phu và đầy tham vọng của Trần Quang Đức: dựng lại bức tranh trang phục Việt Nam trong cung đình và ngoài dân gian trong khoảng một nghìn năm từ...
9786043244778,Sổ Tay 1980books,2020,Không rõ tác giả,118.0,Nhà Xuất Bản Thanh Niên,Sách khác,sach-khac,19000,0.0,0,https://salt.tikicdn.com/cache/280x280/ts/product/f0/ef/1c/5efb3f6c7d3dc91cdc4fa3dbf64fe5ab.jpg,https://tiki.vn/so-tay-1980books-p207946236.html?spid=207946237,"GIỚI THIỆU SỔ Sổ tay xé 2022 là dòng sổ đặc trưng do 1980 Books sản xuất, để gửi tặng đến quý độc giả thân yêu đã và đang ủng hộ chúng mình. Sản phẩm được thiết kế với những gam màu rực rỡ cùng hình..."
9786043601700,"Sách Deep Work - Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",2021,Cal Newport,352.0,Nhà Xuất Bản Công Thương,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",122900,4.7,320,https://salt.tikicdn.com/cache/280x280/ts/product/34/73/6b/2582628bf067160b459d9b3f425050a9.jpg,https://tiki.vn/sach-deep-work-lam-ra-lam-choi-ra-choi-tai-ban-p101782486.html?spid=101782488,"Đã bao giờ bạn ngồi xuống để làm việc và sau đó, không hề nhận ra mình lại kết thúc bằng việc dành một (vài) tiếng đồng hồ lướt Youtube, Facebook, tin tức? Tất cả chúng ta đều đã từng làm vậy. Có vẻ..."
9786043145207,Sách Khi Mọi Điều Không Như Ý,2004,Hae Min,240.0,Nhà Xuất Bản Thế Giới,"Sách kỹ năng sống, Sách tâm lý học","sach-ky-nang-song, sach-tam-ly-hoc",87200,5.0,83,https://salt.tikicdn.com/cache/280x280/ts/product/50/d0/a6/2e0f1895ed0fa144e15ad7b58a84bd71.jpg,https://tiki.vn/sach-khi-moi-dieu-khong-nhu-y-p276960030.html?spid=276960033,"Khi Mọi Điều Không Như Ý.""Có những ngày, chỉ cần một hơi thở cũng đủ để sống tiếp.""Giữa nhịp sống vội vã, khi mọi thứ quanh ta dường như đều đang chống lại mình, những kế hoạch thất bại, những kỳ vọ..."
9786043685783,Sách - Hội Chứng Tuổi Thanh Xuân - Light Novel - Chọn Lẻ 11 Tập - Hajime Kamoshida - Kim Đồng,2016,Không rõ tác giả,168.0,Nhà Xuất Bản Kim Đồng,"Manga, Truyện Tranh","manga, truyen-tranh",105000,5.0,2,https://salt.tikicdn.com/cache/280x280/ts/product/d1/7d/87/165afcc90ecdce902973fae32c683b6d.jpg,https://tiki.vn/sach-hoi-chung-tuoi-thanh-xuan-light-novel-chon-le-11-tap-hajime-kamoshida-kim-dong-p276981137.html?spid=276981159,"Sách - Hội Chứng Tuổi Thanh Xuân - Light Novel Các cô gái mặc đồ thỏ không cư ngụ trong thư viện. Thế nhưng, trái với hiểu biết thông thường ấy, Azusagawa Sakuta đã gặp một nàng th..."
9786043348222,Series các tập ATTACK ON TITAN,2019,Hajime Isayama,200.0,NXB Trẻ,"Manga, Truyện Tranh","manga, truyen-tranh",43000,5.0,110,https://salt.tikicdn.com/cache/280x280/ts/product/02/8e/eb/470582772b226645e60e21bda1f66015.jpg,https://tiki.vn/series-cac-tap-attack-on-titan-p274031576.html?spid=274607837,TTACK ON TITAN KHÔNG CHỈ ĐƠN THUẦN CHỈ LÀ MỘT BỘ TRUYỆN TRANHĐÂY CÒN LÀ MỘT KIỆT TÁC MANGA CỦA THỜI ĐẠISỰ LÔI CUỐN CỦA NHỮNG CHUYẾN PHIÊU LƯUTÍNH HẤP DẪN TỪ NHỮNG TÌNH TIẾT BÍ ẨNNỖI BÀNG HOÀNG KHI...
9786043473517,Sách Bí Mật Của Rừng,2006,"Luc Foccroulle, Annick Masson",28.0,Nhà Xuất Bản Dân Trí,"Sách thiếu nhi, Truyện tranh thiếu nhi","sach-thieu-nhi, truyen-tranh-thieu-nhi",36000,4.8,16,https://salt.tikicdn.com/cache/280x280/ts/product/c7/63/af/32da99e489390588be359a1a297ed34d.jpg,https://tiki.vn/sach-bi-mat-cua-rung-p273486371.html?spid=273486372,"Tóm tắt nội dungĐến với “Bí mật của rừng”, các bé sẽ cùng bạn Lily đi dạo trong khu rừng gần nhà ông ngoại của Lily, chạm mặt từng loài cây cỏ, nghe ông ngoại kể những kiến thức thú vị về chúng. Đặc ..."
9786043126817,Combo 2Q: Tớ Học Lập Trình - Làm Quen Với Python + Clean code – Mã sạch và con đường trở thành lập trình viên giỏi,2019,Không rõ tác giả,272.0,Nhiều Nhà Xuất Bản,"Lập Trình, Sách Công Nghệ Thông Tin","lap-trinh, sach-cong-nghe-thong-tin",481500,4.8,14,https://salt.tikicdn.com/cache/280x280/ts/product/0c/74/4c/724bc959159f76d156bfcbaf1c176b8e.jpg,https://tiki.vn/combo-2q-to-hoc-lap-trinh-lam-quen-voi-python-clean-code-ma-sach-va-con-duong-tro-thanh-lap-trinh-vien-gioi-p180584741.html?spid=180584742,Combo 2Q: Tớ Học Lập Trình - Làm Quen Với Python + Clean code – Mã sạch và con đường trở thành lập trình viên giỏi1.Tớ Học Lập Trình - Làm Quen Với Python Sách hướng dẫn lập trình cho các bạn mới họ...
9786043472337,Sách Chăm Sóc Bản Thân Thật Sự,2005,"Pooja Lakshmin, MD",220.0,Nhà Xuất Bản Dân Trí,"Sách Kiến Thức Tổng Hợp, Lĩnh vực khác","sach-kien-thuc-tong-hop, linh-vuc-khac",115400,5.0,11,https://salt.tikicdn.com/cache/280x280/ts/product/7f/39/5b/004bf4294ea7bb8a5caa01acac8d0c3d.jpg,https://tiki.vn/sach-cham-soc-ban-than-that-su-p276777219.html?spid=276777220,"Để không còn chạy theo những phương pháp chữa lành sáo rỗngNgày nay, khi nói đến “chăm sóc bản thân”, nhiều người nghĩ ngay đến những buổi spa thưgiãn, khóa học yoga hay những phương pháp chăm sóc da..."
9786043196620,Sách Tư Duy Nhanh Và Chậm (Tái Bản),2018,Daniel Kahneman,612.0,Nhà Xuất Bản Thế Giới,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",208000,4.7,215,https://salt.tikicdn.com/cache/280x280/ts/product/61/76/af/539c898761023d4113cfbea439cb22d7.jpg,https://tiki.vn/sach-tu-duy-nhanh-va-cham-tai-ban-p276388548.html?spid=214186190,"Chúng ta nghĩ rằng mình là người ra quyết định lý trí, nhưng phần lớn lựa chọn hàng ngày lại đến từ những “phản ứng tự động” trong vô thức. Trong Tư Duy Nhanh Và Chậm, Daniel Kahneman – nhà tâm lý học..."
9786043590790,Sách Bà Ngoại Tôi Gửi Lời Xin Lỗi,2019,Fredrik Backman,514.0,NXB Trẻ,"Sách văn học, Tiểu Thuyết","sach-van-hoc, tieu-thuyet",142000,4.8,108,https://salt.tikicdn.com/cache/280x280/ts/product/9f/c4/1f/89a92c48d2ed021d4493db4f0a2f1de4.jpg,https://tiki.vn/sach-ba-ngoai-toi-gui-loi-xin-loi-p1647103.html?spid=1647211,"Bà Ngoại Tôi Gửi Lời Xin Lỗi.“Mỗi đứa trẻ đều cần một người tin rằng chúng là siêu anh hùng. Với Elsa, đó là bà ngoại.”Elsa, một cô bé bảy tuổi khác biệt, chỉ có duy nhất một người bạn thân là... bà..."
9786043474206,Sách Búp Sen Xanh,2015,Sơn Tùng,444.0,Nhà Xuất Bản Kim Đồng,"Đạo đức, Sách thiếu nhi","ao-uc, sach-thieu-nhi",57600,5.0,263,https://salt.tikicdn.com/cache/280x280/ts/product/0f/f9/70/e273b6980de4f6f550329aafe91578d8.jpg,https://tiki.vn/sach-bup-sen-xanh-p262590428.html?spid=262590431,"Búp Sen XanhGiới thiệu tác giảNhà văn Sơn Tùng, sinh năm 1928 tại Diễn Châu, Nghệ An. Ông được Nhà nước phong tặng danh hiệu Anh hùng Lao động thời kì đổi mới, năm 2011. Ông là nhà văn Việt Nam với..."
9786043662469,Sách Người Ăn Chay,2004,Han Kang,284.0,Nhà Xuất Bản Hà Nội,"Sách văn học, Tiểu Thuyết","sach-van-hoc, tieu-thuyet",117000,4.5,13,https://salt.tikicdn.com/cache/280x280/ts/product/c2/70/32/99e77437eec46c061f07b04ac7fdc567.jpg,https://tiki.vn/sach-nguoi-an-chay-p278159875.html?spid=278159878,"Người Ăn Chay.""Trên đời này có ai hiểu được phụ nữ muốn gì ư?"".Câu chuyện bắt đầu với Yeong‑hye, một phụ nữ nội trợ tại Seoul, bình thường đến mức không ai chú ý. Một đêm, bị ám ảnh bởi giấc mơ đầy ..."
9786043603483,Sách Trắng,2019,Han Kang,100.0,Nhà Xuất Bản Hà Nội,"Sách văn học, Tiểu sử","sach-van-hoc, tieu-su",63200,4.8,98,https://salt.tikicdn.com/cache/280x280/ts/product/16/94/a3/e33d2c695dfa437e949ef0f0479b7820.jpg,https://tiki.vn/sach-trang-p107026335.html?spid=107026336,"Trắng.Trắng là một tản văn suy tưởng mầu trắng, viết khi Han Kang sống tại Warsaw, châu Âu. Cuốn sách kể về cái chết của chị gái cô: một đứa trẻ sinh non chỉ sống được hai giờ đồng hồ, trước khi cô r..."
9786043820975,Sách Đi Tìm Lẽ Sống (Tái Bản ),2009,Viktor Emil Frankl,224.0,Nhà Xuất Bản Tổng hợp TP.HCM,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",70400,4.8,2517,https://salt.tikicdn.com/cache/280x280/ts/product/80/14/8b/61fb657f347d14d9d7bf6fe901001a8e.jpg,https://tiki.vn/sach-di-tim-le-song-tai-ban-p13419678.html?spid=13419679,"Đi Tìm Lẽ Sống.Bạn có bao giờ tự hỏi: điều gì giúp con người sống tiếp, ngay cả khi mọi thứ tưởng chừng đã mất?Giữa nỗi đau khổ, nơi không còn đất diễn cho hy vọng, có thứ duy nhất con người vẫn giữ..."
9786043915282,Sách Đúng Việc,2014,Giản Tư Trung,328.0,Nhà Xuất Bản Tri Thức,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",91600,5.0,964,https://salt.tikicdn.com/cache/280x280/ts/product/56/34/6c/8bf2ad92c5580772ad79e640497898f9.jpg,https://tiki.vn/sach-dung-viec-p271380890.html?spid=271380893,"Đúng Việc - Một Góc Nhìn Về Câu Chuyện Khai Minh.Trong Đúng Việc – Một góc nhìn về câu chuyện khai minh, tác giả Giản Tư Trung khai mở một hành trình khai minh đầy suy ngẫm. “Đúng Việc” đề cập đến nh..."
9786043686959,Sách Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,2002,Tiffani Bova,358.0,Nhà Xuất Bản Dân Trí,"Sách kinh tế, lãnh đạo","sach-kinh-te, lanh-ao",135800,4.7,87,https://salt.tikicdn.com/cache/280x280/ts/product/f5/66/66/6675e1bd7020ba9658876a87ebe60001.png,https://tiki.vn/sach-dan-dat-mot-bay-soi-hay-chan-mot-dan-cuu-p275406600.html?spid=275406603,"Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu.Thế giới doanh nghiệp ngày nay không chỉ khốc liệt mà còn vô cùng phức tạp, nơi những quyết định sai lầm dễ dàng dẫn đến “thất bại thảm hại”. Điều này lý giải..."
9786043537022,"Sách Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",2020,Hirata Haruka,168.0,Nhà Xuất Bản Kinh Tế TPHCM,"Sách kinh tế, Bài học kinh doanh","sach-kinh-te, bai-hoc-kinh-doanh",90000,4.8,76,https://salt.tikicdn.com/cache/280x280/ts/product/b3/4b/aa/12fdbe3f4485afcf50f50fbb6e5dcf8f.png,https://tiki.vn/sach-len-dinh-nui-mo-tiem-banh-mi-triet-li-wazawaza-nhung-con-nguoi-hanh-phuc-2-loai-banh-mi-va-doanh-thu-thuong-nien-300-trieu-yen-p276948798.html?spid=276948799,"Trong thời đại công nghiệp hóa và số hóa, nơi mọi thứ đều hướng đến sự tối ưu, nhanh chóng và lợi nhuận, “Lên Đỉnh Núi Mở Tiệm Bánh Mì” là một câu chuyện ngược dòng đầy chất thơ và nhân văn. Một tiệm ..."
9786043826110,Sách Xứ Sở Miên Man,2019,Jun Phạm (365 Band),264.0,Nhà Xuất Bản Phụ Nữ Việt Nam,"Sách thiếu nhi, Văn học thiếu nhi","sach-thieu-nhi, van-hoc-thieu-nhi",176000,5.0,154,https://salt.tikicdn.com/cache/280x280/ts/product/16/72/77/dff96564663b63ba96b2c74b60261dcd.jpg,https://tiki.vn/sach-xu-so-mien-man-p270234757.html?spid=270234760,"Xứ Sở Miên ManGiới thiệu tác giảJun Phạm, tên thật là Phạm Duy Thuận, không chỉ được biết đến là một ca sĩ, diễn viên tài năng mà còn là một nhà văn trẻ đầy triển vọng. Anh từng là thành viên của n..."
9786043886083,Sách Flow - Dòng Chảy,2002,Mihaly Csikszentmihalyi,556.0,Nhà Xuất Bản Dân Trí,"Sách kỹ năng sống, Sách kỹ năng mềm","sach-ky-nang-song, sach-ky-nang-mem",174400,5.0,774,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/b8/97/4f/b3858b9d285701420eaebb6dba56beaf.jpg,https://tiki.vn/sach-flow-dong-chay-p140416370.html?spid=140416372,"“FLOW - DÒNG CHẢY”.Cuốn sách “Flow – Dòng Chảy”, xuất bản lần đầu năm 1990, là kết tinh công trình nghiên cứu cả đời của nhà tâm lý học Mihaly Csikszentmihalyi. Sứ mệnh của cuốn sách là đưa bạn vào “..."
9786043749896,Sách Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),2020,James Clear,385.0,Nhà Xuất Bản Thế Giới,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",142000,4.8,873,https://salt.tikicdn.com/cache/280x280/ts/product/10/01/7a/d7d57affcfba13e7f75d74d1e858e41e.jpg,https://tiki.vn/sach-thay-doi-ti-hon-hieu-qua-bat-ngo-atomic-habits-tai-ban-lan-4-p170708233.html?spid=170708234,"“Habits are the compound interest of self-improvement. The same way that money multiplies through compound interest, the effects of your habits multiply as you repeat them. They seem to make little d..."
9786043815586,Sách Vu Lan Bàn Về Lý Luận Của Việc Siêu Độ,2002,Hòa Thượng Tịnh Không,45.0,Nhà Xuất Bản Phương Đông,"Sách Tôn Giáo, Phật giáo","sach-ton-giao, phat-giao",7000,5.0,1,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img036.u2487.d20160915.t134708.799005.jpg,https://tiki.vn/sach-vu-lan-ban-ve-ly-luan-cua-viec-sieu-do-p545049.html?spid=585466,"Vu Lan Bàn Về Lý Luận Của Việc Siêu Độ Vu lan bàn về lý luận của việc siêu độ Tháng Bảy âm lịch là tháng cô hồn. Rất nhiều quỷ quái trong âm gian địa phủ xuất hiện ở nhân gian. Vì vậy, trong tháng n..."
9786043210406,Sách Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),2011,Madeline Miller,444.0,Nhà Xuất Bản Kim Đồng,"Sách văn học, Tiểu Thuyết","sach-van-hoc, tieu-thuyet",124800,5.0,772,https://salt.tikicdn.com/cache/280x280/ts/product/f3/83/73/b7fcc3787a6a987c8c3ec2df3c68b070.jpg,https://tiki.vn/sach-truong-ca-achilles-qua-tang-kem-01-bookmark-01-phu-luc-p56609155.html?spid=56609156,"Trường Ca Achilles“Vinh quang là thứ trường tồn – nhưng tình yêu mới là điều khiến chúng ta không thể bị lãng quên.”Trong thời kỳ Hy Lạp cổ đại, nơi những anh hùng được tôn vinh bằng máu và thần tho..."
9786043766313,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,2011,David A. Phillips,342.0,Nhà Xuất Bản Tổng hợp TP.HCM,"Sách kỹ năng sống, Sách tư duy","sach-ky-nang-song, sach-tu-duy",228160,4.8,5293,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/25/4d/52/6e5a9b48c1316dc3ccc55df2c955ec24.jpg,https://tiki.vn/sach-thay-doi-cuoc-song-voi-nhan-so-hoc-le-do-quynh-huong-p71345381.html?spid=71345382,"Sách Thay Đổi Cuộc Sống Với Nhân Số Học.Bạn có bao giờ thắc mắc vì sao một số người dễ dàng tìm thấy hướng đi trong cuộc sống, trong khi người khác loay hoay mãi vẫn bế tắc?Trong nhịp sống hiện đại,..."
9786043151530,Sách Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,2004,Morgan Housel,408.0,Nhà Xuất Bản Công Thương,"Sách kỹ năng sống, Sách kỹ năng mềm","sach-ky-nang-song, sach-ky-nang-mem",151400,4.7,42,https://salt.tikicdn.com/cache/280x280/ts/product/60/bf/02/9b6c405b19552cc38fd7fdd3daa7dc79.png,https://tiki.vn/sach-same-as-ever-quy-luat-bat-bien-ve-ban-chat-con-nguoi-va-tam-ly-lam-giau-p275948240.html?spid=275948244,"Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu.Khi thời đại luôn chuyển mình, bạn có từng tự hỏi: điều gì sẽ không bao giờ thay đổi? Và nếu biết được những điều bất biến đó,..."
9786043939921,Sách Thuyền,2002,Nguyễn Đức Tùng,372.0,Nhà Xuất Bản Phụ Nữ Việt Nam,"Sách văn học, Tiểu Thuyết","sach-van-hoc, tieu-thuyet",102400,4.5,15,https://salt.tikicdn.com/cache/280x280/ts/product/b8/2b/a9/dde7bace0fe9c7138acc6d704887c87a.png,https://tiki.vn/sach-thuyen-p278101824.html?spid=278101825,"ThuyềnTrong mênh mông sóng nước, có những con thuyền không chỉ chở người qua sông, mà còn chở ký ức, thân phận và cả những giấc mơ bị bỏ quên...Câu chuyện kể về một thanh niên “tôi” cùng bạn gái và ..."
